Event_ID,Event_DateTime,Attack_Type_ID,Source_IP_ID,Country_ID,Severity_ID,System_ID,Packets,Bytes_Transferred,Detection_Time_Min,Response_Time_Min,Status
E004887,2023-01-18,AT01,IP0079,C04,S5,SYS02,10477,1357448,9,16,Resolved
E004888,2024-07-27,AT02,IP0273,C06,S2,SYS05,16819,2733631,1,46,Escalated
E004889,2023-04-05,AT01,IP0004,C02,S3,SYS03,49847,6933412,4,34,Mitigated
E004890,2023-06-26,AT05,IP0255,C08,S3,SYS06,43813,6599397,11,64,Mitigated
E004891,2023-08-28,AT01,IP0038,C03,S1,SYS01,30856,4121119,10,29,Mitigated
E004892,2023-09-16,AT06,IP0181,C03,S2,SYS02,9626,7218655,2,36,Mitigated
E004893,2023-04-08,AT05,IP0231,C01,S5,SYS07,19859,8912409,2,59,Resolved
E004894,2024-12-07,AT03,IP0245,C06,S4,SYS05,29087,1130593,8,56,Mitigated
E004895,2023-11-10,AT03,IP0275,C06,S1,SYS03,19147,4540826,1,33,Mitigated
E004896,2024-08-13,AT01,IP0228,C02,S4,SYS03,15773,7370556,14,25,Escalated
E004897,2024-04-19,AT01,IP0239,C06,S1,SYS07,30555,5952640,9,23,Resolved
E004898,2023-01-28,AT01,IP0159,C03,S4,SYS03,32077,1239067,5,54,Escalated
E004899,2024-09-05,AT06,IP0299,C07,S4,SYS02,21155,6317370,1,20,Resolved
E004900,2023-08-25,AT01,IP0265,C04,S3,SYS06,7950,4636189,5,32,Mitigated
E004901,2023-06-14,AT01,IP0241,C08,S3,SYS02,31507,4301965,3,16,Escalated
E004902,2024-07-25,AT02,IP0246,C03,S4,SYS07,18057,2559082,14,25,Resolved
E004903,2024-09-02,AT01,IP0102,C06,S3,SYS07,38410,4487405,2,18,Resolved
E004904,2023-12-01,AT04,IP0254,C03,S3,SYS05,11504,7207699,3,49,Resolved
E004905,2023-01-20,AT02,IP0208,C05,S1,SYS02,34746,6094749,7,47,Escalated
E004906,2023-06-25,AT07,IP0081,C01,S3,SYS07,32196,2972288,12,41,Mitigated
E004907,2024-02-15,AT01,IP0010,C05,S3,SYS02,42824,2432510,11,28,Resolved
E004908,2023-08-06,AT02,IP0026,C01,S4,SYS06,29678,961129,1,26,Mitigated
E004909,2024-02-11,AT03,IP0034,C07,S1,SYS06,44144,7257432,1,27,Resolved
E004910,2023-09-09,AT02,IP0066,C05,S3,SYS02,45761,2539507,13,68,Resolved
E004911,2023-12-10,AT02,IP0071,C03,S4,SYS03,17885,8687420,4,28,Resolved
E004912,2023-11-02,AT03,IP0114,C07,S5,SYS07,49586,1319990,11,62,Escalated
E004913,2023-08-11,AT01,IP0044,C05,S3,SYS07,36210,3441847,14,48,Escalated
E004914,2023-09-30,AT09,IP0171,C03,S5,SYS04,7764,8269833,1,42,Mitigated
E004915,2024-04-11,AT01,IP0236,C03,S4,SYS07,13199,4321399,5,21,Mitigated
E004916,2024-02-27,AT02,IP0133,C08,S5,SYS07,44007,6127937,12,32,Resolved
E004917,2024-04-18,AT02,IP0007,C01,S5,SYS06,18617,4391033,3,39,Mitigated
E004918,2024-09-26,AT03,IP0115,C04,S1,SYS03,10584,5417505,6,54,Escalated
E004919,2024-02-08,AT03,IP0230,C05,S4,SYS02,16110,2438701,8,58,Mitigated
E004920,2024-04-28,AT03,IP0166,C07,S3,SYS06,45099,5787251,11,24,Resolved
E004921,2023-04-10,AT08,IP0245,C02,S3,SYS03,6527,4178452,4,11,Mitigated
E004922,2023-06-03,AT07,IP0087,C03,S1,SYS04,32757,3109810,7,65,Mitigated
E004923,2023-06-09,AT05,IP0121,C07,S3,SYS03,25994,4548761,6,13,Mitigated
E004924,2024-04-03,AT01,IP0289,C01,S2,SYS05,35569,6225023,11,38,Mitigated
E004925,2023-02-15,AT05,IP0222,C05,S3,SYS07,8964,5717818,3,47,Resolved
E004926,2023-03-24,AT02,IP0160,C05,S4,SYS02,40160,6538790,11,54,Resolved
E004927,2024-07-12,AT03,IP0167,C06,S2,SYS03,33965,7057700,9,15,Escalated
E004928,2024-06-13,AT08,IP0146,C03,S4,SYS06,23211,438371,14,36,Mitigated
E004929,2023-10-19,AT01,IP0074,C01,S3,SYS06,26244,1054040,8,25,Resolved
E004930,2023-05-21,AT02,IP0138,C04,S2,SYS05,35084,6678402,1,25,Mitigated
E004931,2023-01-19,AT01,IP0295,C07,S2,SYS05,25614,5806665,14,46,Mitigated
E004932,2024-03-25,AT01,IP0094,C06,S4,SYS02,13157,4867334,3,62,Escalated
E004933,2023-09-17,AT02,IP0172,C08,S3,SYS02,23251,8799930,9,66,Mitigated
E004934,2023-04-09,AT06,IP0051,C04,S4,SYS02,14124,7160942,3,20,Mitigated
E004935,2024-10-16,AT08,IP0175,C04,S2,SYS06,27151,8092645,5,12,Escalated
E004936,2023-01-10,AT01,IP0118,C07,S2,SYS03,37400,9004201,13,36,Mitigated
E004937,2023-08-21,AT06,IP0244,C05,S2,SYS01,31074,9480457,1,18,Escalated
E004938,2023-05-18,AT03,IP0235,C03,S2,SYS01,24071,2759540,12,18,Mitigated
E004939,2024-03-19,AT01,IP0038,C07,S1,SYS01,31080,7943711,7,12,Mitigated
E004940,2024-07-21,AT01,IP0050,C01,S1,SYS04,19862,2431992,4,34,Escalated
E004941,2024-03-04,AT01,IP0167,C08,S5,SYS01,40860,8419720,1,31,Escalated
E004942,2023-09-06,AT09,IP0027,C05,S2,SYS02,49559,6929471,8,51,Mitigated
E004943,2024-04-01,AT07,IP0154,C06,S4,SYS04,7719,5072465,13,59,Resolved
E004944,2024-04-12,AT01,IP0081,C06,S3,SYS07,17924,6138527,9,57,Resolved
E004945,2023-02-23,AT07,IP0120,C01,S1,SYS04,30290,8024814,8,25,Escalated
E004946,2024-06-03,AT01,IP0128,C06,S1,SYS01,36912,9791384,10,56,Resolved
E004947,2023-01-17,AT05,IP0159,C05,S2,SYS07,42302,2847663,9,16,Mitigated
E004948,2024-05-22,AT04,IP0057,C06,S4,SYS06,6006,8172418,12,33,Resolved
E004949,2023-08-30,AT07,IP0255,C02,S2,SYS04,5537,7029977,5,22,Resolved
E004950,2024-07-06,AT06,IP0264,C03,S2,SYS03,38307,5431846,9,32,Resolved
E004951,2024-01-22,AT01,IP0221,C02,S4,SYS06,32775,2914372,13,39,Resolved
E004952,2024-10-31,AT01,IP0275,C06,S4,SYS06,5051,911250,4,13,Resolved
E004953,2024-06-27,AT01,IP0001,C08,S1,SYS04,27947,2598464,7,17,Mitigated
E004954,2024-07-20,AT01,IP0029,C06,S2,SYS05,48087,6777174,1,46,Escalated
E004955,2023-02-25,AT04,IP0184,C07,S3,SYS05,13484,6677267,2,49,Resolved
E004956,2024-10-09,AT02,IP0098,C04,S1,SYS06,25956,4945592,1,37,Resolved
E004957,2024-10-21,AT01,IP0022,C01,S5,SYS01,31940,198941,6,37,Mitigated
E004958,2023-03-02,AT01,IP0214,C02,S2,SYS07,14491,9328140,12,54,Mitigated
E004959,2024-01-07,AT05,IP0249,C02,S3,SYS05,26934,6222034,2,30,Escalated
E004960,2023-05-07,AT01,IP0201,C02,S2,SYS04,17070,9204404,7,25,Mitigated
E004961,2024-04-20,AT03,IP0261,C08,S1,SYS06,19688,7883888,8,48,Escalated
E004962,2024-05-08,AT05,IP0181,C07,S1,SYS05,43351,4503025,9,33,Mitigated
E004963,2023-02-05,AT10,IP0196,C06,S3,SYS04,27289,2346384,10,37,Escalated
E004964,2023-02-09,AT03,IP0246,C03,S2,SYS05,24309,2496148,10,23,Mitigated
E004965,2024-01-29,AT01,IP0250,C03,S5,SYS07,11195,3663230,14,31,Mitigated
E004966,2024-05-20,AT05,IP0058,C05,S5,SYS04,31719,7226338,14,61,Mitigated
E004967,2024-05-24,AT04,IP0181,C07,S3,SYS03,23100,5414692,13,18,Mitigated
E004968,2024-03-24,AT02,IP0015,C04,S2,SYS01,38124,8080604,9,58,Resolved
E004969,2023-06-05,AT04,IP0267,C06,S5,SYS01,38264,4176221,7,27,Escalated
E004970,2023-12-08,AT01,IP0281,C04,S5,SYS04,9876,6902073,5,53,Resolved
E004971,2024-07-31,AT07,IP0247,C05,S2,SYS05,47040,2518495,1,14,Mitigated
E004972,2024-06-30,AT08,IP0264,C07,S2,SYS04,21119,5500156,1,57,Resolved
E004973,2024-04-13,AT01,IP0252,C02,S3,SYS01,26497,1761547,11,60,Resolved
E004974,2024-07-29,AT01,IP0180,C06,S3,SYS07,38960,3262925,14,31,Resolved
E004975,2023-04-06,AT01,IP0046,C01,S2,SYS06,6883,4573099,1,14,Escalated
E004976,2024-08-19,AT02,IP0076,C01,S3,SYS06,11562,6913538,8,58,Mitigated
E004977,2023-04-04,AT01,IP0178,C07,S3,SYS03,36229,587853,1,59,Mitigated
E004978,2023-12-29,AT01,IP0245,C08,S3,SYS07,28467,2477513,4,10,Mitigated
E004979,2024-04-25,AT01,IP0194,C08,S2,SYS06,42235,8049215,13,47,Escalated
E004980,2024-09-14,AT02,IP0083,C07,S3,SYS01,12961,4695026,4,27,Resolved
E004981,2024-07-05,AT01,IP0079,C01,S3,SYS07,35225,292407,12,19,Mitigated
E004982,2023-04-27,AT01,IP0071,C06,S3,SYS07,14893,2353378,14,69,Resolved
E004983,2024-05-12,AT01,IP0030,C06,S1,SYS03,45755,1573150,6,22,Escalated
E004984,2024-05-30,AT10,IP0019,C04,S3,SYS05,32456,9036527,7,37,Resolved
E004985,2024-11-16,AT02,IP0267,C08,S3,SYS02,20156,754472,1,52,Resolved
E004986,2023-11-16,AT02,IP0007,C04,S2,SYS07,9284,5373312,5,61,Resolved
E004987,2024-10-14,AT01,IP0031,C01,S2,SYS01,45510,6798899,7,54,Escalated
E004988,2024-10-25,AT01,IP0081,C05,S2,SYS05,23604,2553397,10,67,Mitigated
E004989,2024-08-20,AT10,IP0143,C02,S3,SYS04,37074,7465822,13,56,Escalated
E004990,2024-04-01,AT03,IP0161,C05,S3,SYS04,27187,9196514,14,51,Resolved
E004991,2023-08-05,AT01,IP0100,C06,S3,SYS01,20907,6167236,10,15,Escalated
E004992,2024-06-15,AT04,IP0075,C06,S2,SYS02,48763,6844246,13,28,Resolved
E004993,2024-09-22,AT05,IP0029,C01,S3,SYS02,31277,3903544,13,28,Mitigated
E004994,2024-05-16,AT01,IP0147,C01,S1,SYS03,16788,828052,5,22,Resolved
E004995,2023-05-07,AT05,IP0053,C03,S3,SYS03,31515,9222064,10,38,Mitigated
E004996,2023-02-23,AT04,IP0023,C05,S3,SYS01,11823,8474815,11,65,Escalated
E004997,2023-09-19,AT07,IP0260,C01,S2,SYS03,43741,8291585,13,31,Mitigated
E004998,2023-06-03,AT02,IP0278,C02,S3,SYS07,13056,4001438,11,43,Mitigated
E004999,2023-12-04,AT01,IP0270,C05,S1,SYS07,33601,3332277,6,53,Resolved
E005000,2024-05-01,AT02,IP0299,C07,S3,SYS07,29660,5345519,10,62,Mitigated
E005001,2024-03-23,AT02,IP0243,C07,S2,SYS05,11473,3518494,9,26,Resolved
E005002,2024-03-05,AT06,IP0145,C05,S4,SYS03,10296,6259785,1,26,Mitigated
E005003,2024-02-26,AT01,IP0133,C03,S2,SYS03,5405,6567604,8,19,Escalated
E005004,2023-02-04,AT03,IP0037,C04,S2,SYS07,5397,7978985,3,57,Resolved
E005005,2024-10-28,AT01,IP0188,C01,S1,SYS02,24857,6237616,1,14,Mitigated
E005006,2023-02-23,AT06,IP0273,C01,S4,SYS06,23328,4987823,14,41,Mitigated
E005007,2024-02-04,AT02,IP0063,C05,S2,SYS07,12830,4867590,8,43,Mitigated
E005008,2023-11-01,AT04,IP0294,C07,S2,SYS01,41768,4706568,13,39,Resolved
E005009,2023-11-22,AT01,IP0048,C02,S2,SYS07,26748,4483996,10,62,Mitigated
E005010,2023-03-02,AT06,IP0065,C06,S4,SYS07,5603,3234474,2,20,Resolved
E005011,2024-10-16,AT09,IP0074,C05,S3,SYS06,19546,2453100,8,48,Resolved
E005012,2024-07-21,AT02,IP0109,C05,S3,SYS01,19674,4556494,1,58,Mitigated
E005013,2024-06-02,AT01,IP0048,C04,S1,SYS07,24406,3061046,4,40,Mitigated
E005014,2024-01-31,AT03,IP0288,C02,S1,SYS03,20287,2105589,11,20,Mitigated
E005015,2023-08-03,AT08,IP0044,C04,S2,SYS02,7886,4373184,10,32,Resolved
E005016,2023-11-15,AT04,IP0002,C05,S3,SYS03,12293,8032862,3,35,Resolved
E005017,2024-10-14,AT01,IP0001,C05,S2,SYS07,29356,4453810,1,52,Mitigated
E005018,2024-10-22,AT06,IP0233,C02,S5,SYS03,45786,1264608,14,21,Escalated
E005019,2023-09-13,AT06,IP0109,C02,S3,SYS01,18381,1399242,10,24,Mitigated
E005020,2024-04-04,AT01,IP0182,C07,S4,SYS03,35415,7407322,6,45,Resolved
E005021,2023-07-03,AT02,IP0079,C08,S5,SYS03,17116,5054980,3,12,Escalated
E005022,2023-10-20,AT09,IP0028,C08,S3,SYS06,9852,7162099,3,44,Resolved
E005023,2024-04-16,AT01,IP0231,C05,S2,SYS03,34048,9236518,4,10,Escalated
E005024,2023-08-14,AT04,IP0269,C08,S3,SYS01,48179,6137521,1,58,Escalated
E005025,2023-08-19,AT08,IP0055,C04,S2,SYS04,17158,6016316,11,69,Escalated
E005026,2023-04-28,AT09,IP0046,C03,S3,SYS07,24651,8940306,3,32,Escalated
E005027,2024-04-05,AT02,IP0003,C07,S2,SYS01,18978,9287745,13,49,Mitigated
E005028,2024-09-03,AT01,IP0231,C06,S4,SYS02,26831,7756788,12,25,Mitigated
E005029,2024-07-31,AT05,IP0179,C08,S3,SYS04,15248,9322028,14,48,Mitigated
E005030,2024-08-12,AT01,IP0042,C01,S4,SYS05,31998,9026306,2,44,Escalated
E005031,2024-12-31,AT02,IP0209,C02,S2,SYS02,28359,3962473,10,56,Resolved
E005032,2023-10-06,AT01,IP0148,C01,S1,SYS01,16179,7475527,9,44,Resolved
E005033,2024-10-02,AT02,IP0205,C08,S5,SYS05,31439,3862481,8,53,Resolved
E005034,2023-11-09,AT07,IP0299,C05,S2,SYS05,34403,6507081,4,25,Resolved
E005035,2024-04-08,AT03,IP0127,C07,S3,SYS07,41158,576352,1,33,Mitigated
E005036,2024-02-17,AT01,IP0234,C08,S1,SYS01,6890,4108919,9,65,Mitigated
E005037,2023-03-04,AT02,IP0114,C08,S5,SYS03,12688,4005892,6,17,Escalated
E005038,2023-12-10,AT08,IP0104,C01,S3,SYS04,32553,4282585,13,33,Escalated
E005039,2023-08-20,AT01,IP0038,C08,S5,SYS01,41397,9912745,7,53,Escalated
E005040,2024-08-29,AT05,IP0027,C01,S3,SYS03,6063,4272470,11,26,Escalated
E005041,2024-01-11,AT01,IP0138,C05,S5,SYS03,30127,8655723,7,20,Mitigated
E005042,2023-11-06,AT08,IP0172,C07,S4,SYS04,49174,6075515,1,37,Resolved
E005043,2024-08-22,AT01,IP0266,C05,S2,SYS06,20604,3163758,4,46,Escalated
E005044,2023-03-06,AT05,IP0176,C06,S5,SYS02,5345,578078,3,53,Mitigated
E005045,2023-10-04,AT03,IP0014,C04,S1,SYS06,14363,6465416,13,70,Mitigated
E005046,2024-12-26,AT02,IP0029,C05,S5,SYS05,33722,8795411,7,60,Escalated
E005047,2024-09-09,AT06,IP0197,C07,S3,SYS03,21834,8498162,10,36,Mitigated
E005048,2024-01-14,AT05,IP0245,C08,S4,SYS02,41772,7385613,9,42,Mitigated
E005049,2024-09-28,AT10,IP0291,C05,S2,SYS07,18015,7313694,7,64,Resolved
E005050,2024-08-04,AT04,IP0260,C08,S2,SYS06,20162,6047832,8,46,Escalated
E005051,2024-08-14,AT01,IP0287,C06,S5,SYS07,21795,874726,10,42,Escalated
E005052,2024-07-20,AT02,IP0125,C03,S2,SYS07,18269,5623382,3,59,Resolved
E005053,2024-06-09,AT04,IP0233,C02,S2,SYS03,37493,621579,6,63,Escalated
E005054,2024-06-09,AT01,IP0124,C05,S5,SYS05,20718,1512612,2,18,Mitigated
E005055,2024-01-30,AT06,IP0247,C07,S4,SYS04,27172,6885677,12,57,Mitigated
E005056,2024-11-06,AT02,IP0287,C02,S2,SYS04,12825,794102,10,58,Mitigated
E005057,2024-06-29,AT06,IP0065,C02,S3,SYS06,32151,6434783,1,50,Mitigated
E005058,2024-01-11,AT02,IP0202,C04,S2,SYS03,8736,8273832,5,60,Resolved
E005059,2024-05-15,AT02,IP0274,C08,S3,SYS01,6672,639610,7,39,Mitigated
E005060,2023-12-04,AT08,IP0168,C06,S3,SYS04,19665,948057,10,40,Mitigated
E005061,2023-04-06,AT06,IP0122,C05,S2,SYS06,49594,3303359,13,34,Mitigated
E005062,2023-01-21,AT02,IP0051,C07,S4,SYS04,44047,2986551,8,55,Escalated
E005063,2023-01-29,AT03,IP0165,C03,S2,SYS05,29795,8821224,11,30,Escalated
E005064,2023-02-18,AT01,IP0089,C07,S1,SYS01,35806,9080000,2,51,Mitigated
E005065,2024-01-21,AT01,IP0057,C01,S1,SYS01,9720,5124659,3,20,Resolved
E005066,2023-08-25,AT02,IP0300,C08,S3,SYS02,44293,5107321,1,10,Escalated
E005067,2023-04-14,AT01,IP0264,C02,S2,SYS02,28449,8523916,14,45,Mitigated
E005068,2024-03-05,AT07,IP0285,C03,S1,SYS06,34059,5499400,7,55,Mitigated
E005069,2024-08-22,AT03,IP0193,C01,S2,SYS07,7986,9266877,3,61,Escalated
E005070,2024-08-27,AT04,IP0288,C07,S4,SYS04,30382,3907573,14,25,Mitigated
E005071,2023-07-22,AT01,IP0038,C01,S5,SYS03,28528,8021884,9,44,Escalated
E005072,2024-05-25,AT01,IP0239,C04,S1,SYS06,30919,5377910,12,60,Resolved
E005073,2023-08-08,AT07,IP0163,C07,S5,SYS01,17312,6287941,2,14,Escalated
E005074,2024-03-22,AT01,IP0272,C03,S5,SYS02,46817,7805602,9,51,Mitigated
E005075,2024-06-10,AT02,IP0270,C07,S4,SYS07,23876,8111727,2,11,Resolved
E005076,2024-05-19,AT01,IP0115,C01,S2,SYS02,12341,779644,5,47,Mitigated
E005077,2024-10-01,AT02,IP0224,C04,S4,SYS04,31260,4665908,3,56,Escalated
E005078,2023-04-13,AT01,IP0034,C07,S5,SYS07,23941,5761115,12,22,Resolved
E005079,2024-12-03,AT02,IP0125,C03,S1,SYS02,35183,7637418,4,21,Escalated
E005080,2024-06-05,AT04,IP0117,C03,S4,SYS03,10974,9804478,8,31,Mitigated
E005081,2023-02-02,AT06,IP0206,C08,S3,SYS01,47811,6475484,5,46,Mitigated
E005082,2024-10-18,AT02,IP0237,C05,S3,SYS05,41764,5876718,3,41,Escalated
E005083,2023-11-23,AT03,IP0085,C03,S4,SYS03,38258,1289135,7,14,Mitigated
E005084,2023-01-25,AT08,IP0132,C05,S3,SYS03,35931,4641739,13,51,Escalated
E005085,2024-01-27,AT03,IP0128,C07,S4,SYS07,36863,5406698,5,48,Escalated
E005086,2024-07-16,AT05,IP0058,C02,S3,SYS01,31525,857044,6,30,Resolved
E005087,2024-07-11,AT06,IP0024,C07,S2,SYS03,45241,8490284,10,42,Mitigated
E005088,2024-09-29,AT04,IP0165,C08,S3,SYS04,18376,2206583,3,54,Mitigated
E005089,2023-10-20,AT06,IP0179,C01,S2,SYS07,29505,3139257,11,33,Escalated
E005090,2024-12-02,AT08,IP0086,C08,S3,SYS05,6067,2824996,13,25,Resolved
E005091,2024-02-15,AT08,IP0183,C02,S1,SYS06,38147,9853982,1,45,Mitigated
E005092,2024-12-04,AT01,IP0200,C04,S4,SYS04,25131,5561004,1,52,Mitigated
E005093,2024-08-01,AT01,IP0204,C07,S2,SYS06,49887,6194371,9,15,Mitigated
E005094,2023-03-27,AT01,IP0261,C05,S2,SYS01,10259,845746,9,47,Escalated
E005095,2024-05-26,AT06,IP0164,C06,S2,SYS06,15461,2290372,2,48,Escalated
E005096,2024-01-21,AT03,IP0240,C04,S5,SYS06,8387,3791842,11,16,Resolved
E005097,2023-12-21,AT09,IP0101,C06,S4,SYS04,47830,2512461,1,31,Escalated
E005098,2023-08-31,AT01,IP0289,C03,S2,SYS03,11959,1977723,8,59,Escalated
E005099,2024-11-27,AT02,IP0038,C02,S3,SYS04,14559,3533976,4,27,Escalated
E005100,2023-10-30,AT01,IP0234,C01,S2,SYS02,11607,8040959,8,18,Escalated
E005101,2024-03-14,AT03,IP0182,C07,S1,SYS06,44367,4766428,14,53,Resolved
E005102,2023-11-21,AT07,IP0083,C06,S1,SYS05,19048,8113962,5,46,Resolved
E005103,2023-01-03,AT05,IP0107,C01,S2,SYS07,15919,4915808,10,49,Mitigated
E005104,2024-11-23,AT03,IP0128,C01,S2,SYS06,41874,3698662,8,35,Escalated
E005105,2024-12-09,AT04,IP0086,C05,S3,SYS06,21303,593798,10,44,Escalated
E005106,2023-01-13,AT01,IP0088,C02,S3,SYS01,37699,7665360,13,59,Resolved
E005107,2024-07-24,AT04,IP0104,C02,S3,SYS02,17778,1057644,3,14,Escalated
E005108,2024-12-05,AT02,IP0181,C05,S4,SYS05,31798,2135424,5,34,Resolved
E005109,2024-05-11,AT01,IP0069,C01,S1,SYS01,21606,2095020,5,41,Escalated
E005110,2023-05-02,AT02,IP0152,C03,S1,SYS05,34590,4739037,10,19,Resolved
E005111,2023-08-24,AT01,IP0224,C03,S3,SYS04,34297,4977530,1,15,Escalated
E005112,2024-05-16,AT04,IP0108,C07,S4,SYS03,6907,8175906,6,18,Mitigated
E005113,2024-07-28,AT01,IP0168,C06,S4,SYS03,49929,1466320,3,58,Mitigated
E005114,2023-10-09,AT04,IP0187,C02,S1,SYS01,27132,3525487,5,19,Escalated
E005115,2023-04-06,AT01,IP0276,C05,S2,SYS06,48518,7962434,5,29,Mitigated
E005116,2024-02-18,AT01,IP0107,C01,S4,SYS01,47911,3960213,2,27,Mitigated
E005117,2024-10-31,AT02,IP0069,C03,S5,SYS02,37567,2974341,2,40,Resolved
E005118,2024-04-29,AT01,IP0271,C04,S4,SYS01,6986,6096890,3,60,Escalated
E005119,2023-12-22,AT08,IP0073,C05,S3,SYS02,48728,5858829,2,9,Resolved
E005120,2023-08-22,AT01,IP0059,C07,S2,SYS07,38012,8614213,7,65,Escalated
E005121,2024-10-04,AT01,IP0016,C02,S5,SYS07,16243,5867300,8,31,Resolved
E005122,2024-08-12,AT05,IP0217,C07,S2,SYS05,22754,5245663,5,23,Resolved
E005123,2024-04-27,AT06,IP0157,C01,S3,SYS02,25386,2014372,4,48,Mitigated
E005124,2023-07-15,AT07,IP0143,C05,S2,SYS01,28206,4557713,7,35,Mitigated
E005125,2024-06-24,AT02,IP0136,C08,S3,SYS01,14965,3310545,8,52,Mitigated
E005126,2024-04-05,AT04,IP0170,C01,S2,SYS01,37748,5515225,13,55,Resolved
E005127,2024-09-14,AT05,IP0209,C05,S1,SYS02,45102,8741281,1,48,Escalated
E005128,2023-04-09,AT08,IP0088,C01,S4,SYS05,7393,1148399,5,25,Mitigated
E005129,2024-11-05,AT01,IP0004,C06,S1,SYS07,19911,1814591,11,62,Mitigated
E005130,2024-06-27,AT04,IP0209,C07,S5,SYS01,41165,8181309,9,24,Escalated
E005131,2024-12-05,AT05,IP0169,C03,S2,SYS06,27970,5140687,8,27,Resolved
E005132,2024-12-09,AT02,IP0084,C03,S3,SYS06,23507,3132891,14,36,Escalated
E005133,2024-12-20,AT08,IP0281,C04,S2,SYS04,6615,8433654,4,62,Escalated
E005134,2023-07-21,AT02,IP0180,C05,S2,SYS06,41794,427590,11,69,Mitigated
E005135,2024-06-15,AT09,IP0157,C08,S4,SYS04,41080,7692649,8,27,Mitigated
E005136,2023-04-29,AT08,IP0102,C06,S4,SYS01,48061,3052336,12,52,Mitigated
E005137,2024-08-16,AT01,IP0082,C06,S5,SYS03,16222,1822844,4,30,Escalated
E005138,2023-03-31,AT04,IP0238,C08,S4,SYS06,18603,7664523,6,21,Escalated
E005139,2024-08-11,AT03,IP0021,C04,S2,SYS01,23345,1171263,13,72,Resolved
E005140,2023-07-10,AT01,IP0122,C01,S3,SYS03,33197,770038,14,36,Resolved
E005141,2024-04-28,AT06,IP0260,C01,S3,SYS06,6214,8291610,14,21,Escalated
E005142,2023-05-25,AT02,IP0222,C02,S4,SYS07,45643,2032108,6,33,Resolved
E005143,2024-08-07,AT06,IP0113,C06,S1,SYS06,49583,6626311,13,49,Resolved
E005144,2023-08-06,AT09,IP0187,C03,S4,SYS01,22270,8743977,7,56,Resolved
E005145,2023-11-24,AT05,IP0209,C08,S2,SYS03,11263,5625776,13,62,Resolved
E005146,2024-12-28,AT02,IP0046,C02,S3,SYS06,12056,9859595,6,12,Mitigated
E005147,2023-04-29,AT06,IP0281,C04,S5,SYS01,19245,5637700,10,69,Escalated
E005148,2024-07-02,AT01,IP0211,C03,S2,SYS04,6352,1940251,5,34,Resolved
E005149,2024-07-06,AT01,IP0054,C02,S4,SYS04,24390,7271618,12,38,Mitigated
E005150,2023-04-14,AT03,IP0183,C08,S5,SYS01,24204,3660254,7,31,Mitigated
E005151,2023-09-09,AT07,IP0086,C03,S3,SYS01,6254,7968606,12,48,Mitigated
E005152,2024-10-10,AT01,IP0193,C01,S4,SYS01,19992,5174376,10,54,Escalated
E005153,2024-01-23,AT01,IP0037,C03,S3,SYS06,30548,4531569,7,22,Escalated
E005154,2023-01-11,AT04,IP0117,C01,S4,SYS06,29681,9647453,1,14,Resolved
E005155,2023-12-31,AT01,IP0060,C04,S5,SYS06,35239,851790,11,37,Escalated
E005156,2024-07-24,AT04,IP0296,C03,S3,SYS04,20373,3356389,2,27,Mitigated
E005157,2024-07-06,AT04,IP0202,C01,S5,SYS07,27798,8773820,10,68,Mitigated
E005158,2023-04-20,AT01,IP0277,C06,S3,SYS07,21155,8489178,4,18,Mitigated
E005159,2024-09-27,AT03,IP0288,C07,S4,SYS05,16769,4333225,3,16,Escalated
E005160,2024-01-28,AT01,IP0133,C04,S4,SYS05,15301,9215011,4,62,Resolved
E005161,2023-08-15,AT02,IP0292,C01,S2,SYS06,8655,640635,6,36,Mitigated
E005162,2024-07-24,AT02,IP0146,C05,S3,SYS07,7492,3828704,6,59,Resolved
E005163,2024-05-06,AT01,IP0130,C05,S3,SYS03,17304,4923408,14,37,Mitigated
E005164,2023-05-15,AT06,IP0207,C03,S1,SYS06,46542,5471271,12,60,Resolved
E005165,2024-10-29,AT01,IP0176,C05,S3,SYS06,21415,9013610,12,46,Mitigated
E005166,2024-11-20,AT01,IP0182,C02,S3,SYS06,14231,7784504,4,58,Resolved
E005167,2023-01-08,AT01,IP0133,C04,S4,SYS03,12346,6759942,12,61,Escalated
E005168,2023-03-13,AT04,IP0265,C06,S3,SYS06,26415,2476807,13,66,Escalated
E005169,2023-03-25,AT05,IP0028,C08,S3,SYS07,17031,1542970,13,20,Escalated
E005170,2024-10-01,AT05,IP0220,C06,S3,SYS05,24191,5715780,7,54,Resolved
E005171,2023-12-05,AT02,IP0255,C06,S4,SYS04,7724,9179271,13,60,Escalated
E005172,2023-09-19,AT10,IP0194,C08,S3,SYS05,27684,3330794,5,38,Resolved
E005173,2024-03-24,AT10,IP0157,C01,S2,SYS04,15011,5050857,3,57,Escalated
E005174,2023-12-14,AT01,IP0051,C08,S5,SYS04,9320,955056,5,34,Resolved
E005175,2023-08-08,AT01,IP0099,C06,S5,SYS06,13664,2642902,1,38,Mitigated
E005176,2023-09-18,AT04,IP0261,C04,S1,SYS04,15714,4935528,6,19,Escalated
E005177,2024-01-04,AT01,IP0257,C06,S2,SYS03,40215,6741164,14,33,Mitigated
E005178,2024-01-04,AT01,IP0298,C06,S2,SYS02,48348,5465064,14,40,Escalated
E005179,2024-11-16,AT01,IP0096,C04,S4,SYS01,39484,449001,7,52,Mitigated
E005180,2023-08-19,AT08,IP0202,C06,S3,SYS02,39440,2657359,3,60,Mitigated
