Log_ID,Event_ID,Protocol,Source_Port,Destination_Port,Connection_Duration_Sec,Traffic_Flag
L004666,E004666,TCP,63085,52860,383,FIN
L004667,E004667,HTTPS,16147,12357,263,SYN
L004668,E004668,HTTPS,63477,37331,558,FIN
L004669,E004669,UDP,28712,64022,440,SYN
L004670,E004670,TCP,30621,30637,36,RST
L004671,E004671,TCP,45268,52363,347,ACK
L004672,E004672,UDP,30656,4047,136,ACK
L004673,E004673,HTTPS,14917,39553,545,RST
L004674,E004674,HTTP,60265,4136,275,ACK
L004675,E004675,HTTPS,16456,28183,198,RST
L004676,E004676,TCP,22619,20470,358,ACK
L004677,E004677,TCP,38624,2659,180,RST
L004678,E004678,HTTPS,8166,12256,336,FIN
L004679,E004679,TCP,19360,52424,516,RST
L004680,E004680,TCP,33267,63730,263,SYN
L004681,E004681,HTTPS,16202,21634,295,RST
L004682,E004682,TCP,1028,48763,509,RST
L004683,E004683,HTTP,3912,41594,492,RST
L004684,E004684,HTTP,49718,25054,286,FIN
L004685,E004685,UDP,20537,52080,357,ACK
L004686,E004686,UDP,16625,34912,525,RST
L004687,E004687,HTTP,20225,26662,569,SYN
L004688,E004688,TCP,8240,11627,25,RST
L004689,E004689,HTTPS,18006,25587,381,ACK
L004690,E004690,TCP,46422,47655,519,FIN
L004691,E004691,HTTP,37083,27474,146,RST
L004692,E004692,HTTP,8386,54054,231,ACK
L004693,E004693,HTTP,61739,43209,135,ACK
L004694,E004694,UDP,18864,53856,253,RST
L004695,E004695,TCP,15824,30250,358,ACK
L004696,E004696,HTTPS,56868,40208,436,FIN
L004697,E004697,HTTPS,23370,14969,76,RST
L004698,E004698,TCP,12393,40756,279,RST
L004699,E004699,UDP,15429,8378,505,RST
L004700,E004700,HTTPS,61293,53534,100,RST
L004701,E004701,UDP,40821,32913,297,SYN
L004702,E004702,TCP,30070,9958,162,FIN
L004703,E004703,TCP,11453,52470,342,RST
L004704,E004704,HTTP,33986,7769,367,ACK
L004705,E004705,UDP,20182,28394,63,RST
L004706,E004706,UDP,39692,33685,120,SYN
L004707,E004707,HTTP,23018,17829,186,SYN
L004708,E004708,HTTPS,170,40026,265,RST
L004709,E004709,TCP,3632,46249,507,FIN
L004710,E004710,UDP,22214,50387,16,RST
L004711,E004711,TCP,58019,31943,474,ACK
L004712,E004712,UDP,58756,33501,147,SYN
L004713,E004713,HTTPS,23051,4763,125,ACK
L004714,E004714,HTTP,36686,50805,450,FIN
L004715,E004715,HTTPS,38758,27467,580,SYN
L004716,E004716,TCP,15985,12234,72,ACK
L004717,E004717,UDP,16998,216,111,RST
L004718,E004718,UDP,44515,10516,582,SYN
L004719,E004719,HTTP,40178,45106,339,FIN
L004720,E004720,UDP,61565,4247,156,FIN
L004721,E004721,HTTPS,32035,16418,19,SYN
L004722,E004722,HTTP,441,64532,317,ACK
L004723,E004723,HTTPS,35983,6636,301,SYN
L004724,E004724,TCP,38282,24556,551,RST
L004725,E004725,UDP,27503,58661,61,RST
L004726,E004726,UDP,17345,2641,390,SYN
L004727,E004727,UDP,2407,3044,367,RST
L004728,E004728,UDP,15290,37071,392,ACK
L004729,E004729,UDP,29654,63988,588,SYN
L004730,E004730,UDP,14881,14470,136,RST
L004731,E004731,HTTPS,7799,27453,150,RST
L004732,E004732,TCP,43217,30677,351,FIN
L004733,E004733,TCP,18841,19336,142,ACK
L004734,E004734,UDP,22569,53353,169,SYN
L004735,E004735,HTTP,26595,3223,154,ACK
L004736,E004736,UDP,19742,57865,517,FIN
L004737,E004737,HTTPS,62260,60051,549,RST
L004738,E004738,UDP,62468,32382,97,FIN
L004739,E004739,HTTP,48300,4693,245,RST
L004740,E004740,TCP,13693,46075,369,RST
L004741,E004741,HTTPS,56850,54720,565,SYN
L004742,E004742,HTTPS,33195,41576,306,SYN
L004743,E004743,HTTPS,33575,64652,438,RST
L004744,E004744,UDP,40380,50219,230,RST
L004745,E004745,UDP,37444,19742,347,RST
L004746,E004746,UDP,1974,8618,62,ACK
L004747,E004747,HTTP,10731,7971,73,FIN
L004748,E004748,TCP,7792,54481,275,RST
L004749,E004749,TCP,15905,57939,556,ACK
L004750,E004750,UDP,4831,13890,546,RST
L004751,E004751,UDP,44940,62398,305,ACK
L004752,E004752,UDP,51955,21223,147,FIN
L004753,E004753,UDP,31978,49027,124,SYN
L004754,E004754,HTTP,6538,30482,417,ACK
L004755,E004755,HTTP,54919,46020,117,SYN
L004756,E004756,UDP,42604,463,82,RST
L004757,E004757,HTTP,55009,2763,283,SYN
L004758,E004758,UDP,64594,40230,489,RST
L004759,E004759,UDP,7581,7265,550,SYN
L004760,E004760,HTTPS,40199,2444,293,ACK
L004761,E004761,TCP,7085,19945,534,ACK
L004762,E004762,TCP,39899,59206,600,SYN
L004763,E004763,UDP,25,24645,160,FIN
L004764,E004764,HTTP,4196,34632,333,SYN
L004765,E004765,TCP,43817,59271,436,RST
L004766,E004766,HTTP,64047,43879,90,FIN
L004767,E004767,TCP,39685,40161,386,RST
L004768,E004768,HTTP,25306,34549,98,SYN
L004769,E004769,UDP,16580,14576,88,FIN
L004770,E004770,UDP,54634,12072,237,SYN
L004771,E004771,HTTP,38349,15246,147,ACK
L004772,E004772,UDP,13640,24073,421,ACK
L004773,E004773,HTTP,58422,46622,499,ACK
L004774,E004774,HTTPS,10920,47884,286,RST
L004775,E004775,TCP,58708,38962,249,SYN
L004776,E004776,HTTPS,20850,58472,180,RST
L004777,E004777,HTTPS,56196,48954,213,SYN
L004778,E004778,HTTPS,45993,8881,268,SYN
L004779,E004779,UDP,25972,18817,547,SYN
L004780,E004780,TCP,58018,45122,179,FIN
L004781,E004781,HTTP,623,28298,285,RST
L004782,E004782,HTTPS,27707,23994,76,RST
L004783,E004783,UDP,31748,48745,521,FIN
L004784,E004784,UDP,10311,37907,125,ACK
L004785,E004785,UDP,41710,25148,342,FIN
L004786,E004786,HTTPS,19201,16961,121,FIN
L004787,E004787,UDP,309,2064,84,FIN
L004788,E004788,TCP,14355,60831,583,ACK
L004789,E004789,HTTP,62223,837,253,SYN
L004790,E004790,UDP,9072,62982,529,ACK
L004791,E004791,HTTP,13216,25328,288,FIN
L004792,E004792,HTTP,25165,27849,215,SYN
L004793,E004793,TCP,24849,27964,594,FIN
L004794,E004794,TCP,61097,49134,303,FIN
L004795,E004795,TCP,60535,25666,426,FIN
L004796,E004796,HTTP,26760,55767,387,SYN
L004797,E004797,HTTP,30368,6181,507,ACK
L004798,E004798,UDP,64408,3317,22,ACK
L004799,E004799,UDP,61621,51832,294,ACK
L004800,E004800,HTTP,52845,19465,349,FIN
L004801,E004801,TCP,31169,20342,185,ACK
L004802,E004802,TCP,12880,46671,509,FIN
L004803,E004803,HTTP,1994,64993,63,SYN
L004804,E004804,TCP,260,57957,346,RST
L004805,E004805,HTTPS,31089,39156,61,ACK
L004806,E004806,HTTPS,54481,16890,395,FIN
L004807,E004807,HTTP,8824,63862,166,SYN
L004808,E004808,HTTPS,38184,26669,545,ACK
L004809,E004809,HTTPS,36966,31912,474,ACK
L004810,E004810,HTTP,32789,56983,337,RST
L004811,E004811,UDP,55937,23668,495,ACK
L004812,E004812,UDP,52781,58411,214,SYN
L004813,E004813,HTTP,8321,50710,422,SYN
L004814,E004814,HTTP,45123,65120,478,FIN
L004815,E004815,TCP,20532,29985,336,SYN
L004816,E004816,TCP,2356,5088,387,FIN
L004817,E004817,HTTP,30130,23598,75,ACK
L004818,E004818,HTTP,64572,24348,512,ACK
L004819,E004819,HTTPS,44488,37380,563,FIN
L004820,E004820,TCP,46156,3756,160,SYN
L004821,E004821,UDP,11035,56047,540,RST
L004822,E004822,TCP,28975,62100,544,RST
L004823,E004823,TCP,31388,34533,250,ACK
L004824,E004824,UDP,24469,43627,69,SYN
L004825,E004825,HTTP,47217,53919,379,RST
L004826,E004826,UDP,10425,11668,158,ACK
L004827,E004827,UDP,46070,8862,421,SYN
L004828,E004828,TCP,29738,59121,377,FIN
L004829,E004829,UDP,25796,40858,553,ACK
L004830,E004830,UDP,3975,59903,598,SYN
L004831,E004831,UDP,17882,9791,223,FIN
L004832,E004832,UDP,42886,40712,48,RST
L004833,E004833,TCP,46135,33893,287,FIN
L004834,E004834,HTTPS,45590,46109,505,ACK
L004835,E004835,HTTPS,33509,22971,501,ACK
L004836,E004836,TCP,8788,46366,225,FIN
L004837,E004837,HTTP,31481,45718,462,SYN
L004838,E004838,HTTP,25838,30873,249,ACK
L004839,E004839,TCP,40833,10106,135,ACK
L004840,E004840,HTTPS,2620,7395,544,ACK
L004841,E004841,UDP,31858,17206,21,ACK
L004842,E004842,TCP,28658,38706,305,RST
L004843,E004843,HTTP,15864,17080,97,SYN
L004844,E004844,HTTP,56932,41477,467,RST
L004845,E004845,HTTP,63919,5461,392,SYN
L004846,E004846,UDP,6361,33549,420,FIN
L004847,E004847,HTTP,39877,36731,152,SYN
L004848,E004848,HTTP,7688,23937,96,RST
L004849,E004849,HTTPS,49784,63385,261,RST
L004850,E004850,TCP,36184,42891,37,FIN
L004851,E004851,HTTP,60300,532,238,SYN
L004852,E004852,UDP,9422,64036,377,ACK
L004853,E004853,HTTP,21165,21647,379,ACK
L004854,E004854,HTTPS,11885,744,342,RST
L004855,E004855,TCP,222,41695,437,FIN
L004856,E004856,UDP,166,39751,187,ACK
L004857,E004857,HTTP,37234,32251,262,RST
L004858,E004858,HTTPS,52598,3121,466,SYN
L004859,E004859,TCP,25523,46298,32,SYN
L004860,E004860,TCP,46107,15263,14,ACK
L004861,E004861,UDP,10650,13854,173,ACK
L004862,E004862,HTTP,46528,19994,239,ACK
L004863,E004863,HTTPS,47255,59799,275,FIN
L004864,E004864,UDP,53652,28181,353,RST
L004865,E004865,TCP,51840,9031,409,RST
L004866,E004866,HTTP,57839,6563,186,SYN
L004867,E004867,HTTPS,14469,63277,530,ACK
L004868,E004868,HTTP,20615,38278,401,ACK
L004869,E004869,UDP,62515,62923,242,RST
L004870,E004870,UDP,18262,45247,560,FIN
L004871,E004871,UDP,37516,28046,60,RST
L004872,E004872,TCP,52150,30076,204,SYN
L004873,E004873,TCP,22948,62397,107,FIN
L004874,E004874,TCP,48610,30148,81,SYN
L004875,E004875,TCP,27036,49662,389,ACK
L004876,E004876,HTTP,37704,46266,555,FIN
L004877,E004877,TCP,50726,23955,215,ACK
L004878,E004878,TCP,46853,40458,184,ACK
L004879,E004879,HTTP,15591,17857,164,FIN
L004880,E004880,HTTP,608,46184,91,FIN
L004881,E004881,UDP,46982,47760,555,SYN
L004882,E004882,TCP,47681,53253,436,FIN
L004883,E004883,HTTPS,8025,62371,331,RST
L004884,E004884,HTTPS,52061,38627,226,ACK
L004885,E004885,HTTP,26422,46469,419,FIN
L004886,E004886,UDP,62233,34313,453,ACK
L004887,E004887,HTTPS,33374,730,115,ACK
L004888,E004888,HTTPS,24739,37384,207,SYN
L004889,E004889,TCP,21006,20422,466,RST
L004890,E004890,HTTP,63487,59260,182,FIN
L004891,E004891,HTTP,20135,9321,585,ACK
L004892,E004892,TCP,58829,33738,206,ACK
L004893,E004893,HTTP,23842,5418,172,RST
L004894,E004894,HTTPS,51856,64200,77,RST
L004895,E004895,UDP,55194,28786,170,RST
L004896,E004896,UDP,7389,15692,454,SYN
L004897,E004897,HTTPS,28073,1285,182,ACK
L004898,E004898,HTTPS,15018,4876,430,FIN
L004899,E004899,TCP,7699,46675,194,FIN
L004900,E004900,TCP,19408,64215,20,ACK
L004901,E004901,HTTP,64312,58925,109,RST
L004902,E004902,HTTPS,284,43590,509,SYN
L004903,E004903,UDP,60134,32786,498,RST
L004904,E004904,UDP,34083,24838,314,SYN
L004905,E004905,HTTP,30539,53845,41,FIN
L004906,E004906,UDP,2858,43293,566,RST
L004907,E004907,HTTPS,47272,19491,515,RST
L004908,E004908,UDP,23862,45815,284,ACK
L004909,E004909,TCP,46062,45661,87,ACK
L004910,E004910,UDP,25424,39630,318,SYN
L004911,E004911,HTTP,16011,43144,341,FIN
L004912,E004912,UDP,7996,33077,492,SYN
L004913,E004913,HTTP,49336,2657,572,ACK
L004914,E004914,UDP,4298,49438,426,ACK
L004915,E004915,HTTP,59596,40711,237,ACK
L004916,E004916,UDP,18025,590,543,FIN
L004917,E004917,TCP,58312,42525,519,FIN
L004918,E004918,UDP,34805,15943,281,SYN
L004919,E004919,HTTPS,9198,57708,258,ACK
L004920,E004920,HTTP,42391,49444,146,RST
L004921,E004921,HTTP,20220,61540,36,ACK
L004922,E004922,TCP,62159,12909,225,ACK
L004923,E004923,UDP,31381,27740,30,ACK
L004924,E004924,UDP,52167,8090,586,SYN
L004925,E004925,HTTPS,52439,21440,522,SYN
L004926,E004926,HTTPS,16927,61560,228,FIN
L004927,E004927,HTTP,48535,4152,152,RST
L004928,E004928,HTTPS,46055,15488,125,SYN
L004929,E004929,HTTP,33344,64031,260,SYN
L004930,E004930,HTTPS,25622,38329,39,FIN
L004931,E004931,HTTPS,13135,54847,333,SYN
L004932,E004932,HTTPS,31069,15264,121,FIN
L004933,E004933,UDP,56413,30683,480,FIN
L004934,E004934,UDP,14310,23045,273,SYN
L004935,E004935,HTTP,65284,60009,259,ACK
L004936,E004936,UDP,42288,17440,263,ACK
L004937,E004937,HTTP,57221,1272,412,FIN
L004938,E004938,HTTP,15960,14312,539,SYN
L004939,E004939,UDP,21249,59127,282,RST
L004940,E004940,TCP,43531,59843,190,RST
L004941,E004941,TCP,54245,51493,413,RST
L004942,E004942,HTTP,49424,20287,575,FIN
L004943,E004943,HTTPS,53141,31660,570,RST
L004944,E004944,UDP,26120,49098,522,FIN
L004945,E004945,HTTP,7238,9682,501,SYN
L004946,E004946,TCP,6780,34587,218,RST
L004947,E004947,TCP,25934,64755,241,RST
L004948,E004948,TCP,51554,45815,338,FIN
L004949,E004949,HTTP,23431,26859,354,SYN
L004950,E004950,HTTP,17905,40980,101,FIN
L004951,E004951,UDP,60421,14479,561,RST
L004952,E004952,TCP,63761,20070,332,SYN
L004953,E004953,HTTP,8208,14749,578,ACK
L004954,E004954,UDP,52493,23283,537,SYN
L004955,E004955,HTTP,46621,2228,96,SYN
L004956,E004956,TCP,44014,7974,600,SYN
L004957,E004957,HTTP,2296,43539,319,FIN
L004958,E004958,UDP,43828,35590,114,RST
L004959,E004959,HTTP,62503,20811,526,SYN
L004960,E004960,TCP,2269,41498,416,ACK
L004961,E004961,HTTP,23385,6642,512,ACK
L004962,E004962,HTTPS,12497,19136,289,FIN
L004963,E004963,HTTP,27300,24396,574,ACK
L004964,E004964,HTTP,32400,27392,580,ACK
L004965,E004965,HTTP,61295,35046,269,FIN
L004966,E004966,HTTPS,8735,9786,59,FIN
L004967,E004967,TCP,7954,45048,97,RST
L004968,E004968,TCP,1489,65387,153,RST
L004969,E004969,HTTP,44227,38351,456,RST
L004970,E004970,HTTPS,57554,32405,453,SYN
L004971,E004971,UDP,3142,8712,487,RST
L004972,E004972,UDP,28824,29275,359,FIN
L004973,E004973,HTTP,43501,51043,463,FIN
L004974,E004974,UDP,6815,44586,203,RST
L004975,E004975,HTTPS,29156,57677,104,SYN
L004976,E004976,HTTPS,10784,53022,376,ACK
L004977,E004977,HTTP,11747,8881,242,RST
L004978,E004978,UDP,56534,58003,598,SYN
L004979,E004979,HTTPS,41804,38348,215,RST
L004980,E004980,HTTP,39756,50589,265,RST
L004981,E004981,UDP,31360,23243,111,ACK
L004982,E004982,TCP,51114,56851,344,RST
L004983,E004983,UDP,56568,1542,493,SYN
L004984,E004984,UDP,55980,34382,595,FIN
L004985,E004985,HTTPS,43674,30554,577,FIN
L004986,E004986,HTTP,41735,41609,63,RST
L004987,E004987,HTTP,59585,22671,262,ACK
L004988,E004988,HTTP,5574,6785,199,ACK
L004989,E004989,HTTPS,19665,53949,426,ACK
L004990,E004990,HTTP,3231,24613,597,RST
L004991,E004991,HTTPS,45181,10224,16,RST
L004992,E004992,HTTP,30204,20179,15,FIN
L004993,E004993,HTTP,46424,1077,239,RST
L004994,E004994,HTTP,832,8150,429,SYN
L004995,E004995,HTTP,23901,32085,54,FIN
L004996,E004996,HTTPS,33334,56136,466,SYN
L004997,E004997,UDP,15235,31452,190,RST
L004998,E004998,UDP,23720,32066,420,FIN
L004999,E004999,HTTPS,16615,9951,433,FIN
L005000,E005000,UDP,49649,51524,72,FIN
L005001,E005001,HTTP,30917,5369,518,RST
L005002,E005002,HTTP,57625,47872,108,RST
L005003,E005003,HTTPS,31999,18549,294,RST
L005004,E005004,TCP,45209,60948,354,SYN
L005005,E005005,HTTPS,950,1158,579,SYN
L005006,E005006,HTTP,18643,62174,218,FIN
L005007,E005007,UDP,56586,22522,118,SYN
L005008,E005008,TCP,27336,43879,492,SYN
L005009,E005009,HTTPS,41133,28309,35,ACK
L005010,E005010,HTTP,49741,62552,385,ACK
L005011,E005011,TCP,2085,42937,479,ACK
L005012,E005012,HTTP,5764,23589,168,RST
L005013,E005013,HTTP,49626,43525,167,SYN
L005014,E005014,UDP,35240,7978,261,ACK
L005015,E005015,TCP,39937,62982,313,ACK
L005016,E005016,TCP,7868,49479,571,SYN
L005017,E005017,HTTPS,57319,46330,370,ACK
L005018,E005018,HTTPS,63782,19502,119,ACK
L005019,E005019,HTTPS,1187,1630,175,RST
L005020,E005020,HTTPS,17484,22466,535,RST
L005021,E005021,TCP,53979,34237,593,FIN
L005022,E005022,UDP,49597,1948,402,ACK
L005023,E005023,HTTP,35148,35064,477,ACK
L005024,E005024,TCP,55026,10560,584,ACK
L005025,E005025,HTTP,63962,12796,449,FIN
L005026,E005026,HTTP,9804,10180,32,FIN
L005027,E005027,UDP,53128,35296,303,SYN
L005028,E005028,UDP,562,11427,371,SYN
L005029,E005029,HTTP,30563,50913,128,RST
L005030,E005030,TCP,39497,22242,314,RST
L005031,E005031,HTTPS,9941,12446,25,FIN
L005032,E005032,HTTP,6985,35834,385,SYN
L005033,E005033,HTTPS,4608,54338,89,ACK
L005034,E005034,UDP,54999,42866,363,SYN
L005035,E005035,HTTP,28602,16193,379,FIN
L005036,E005036,HTTPS,26215,24110,558,FIN
L005037,E005037,HTTP,58134,19606,479,RST
L005038,E005038,UDP,143,27914,590,ACK
L005039,E005039,HTTP,51116,33466,409,RST
L005040,E005040,UDP,29879,1133,199,SYN
L005041,E005041,HTTPS,25714,52127,133,RST
L005042,E005042,HTTP,13154,9092,441,FIN
L005043,E005043,TCP,31519,10489,199,FIN
L005044,E005044,HTTP,7880,19207,367,FIN
L005045,E005045,TCP,8162,35580,195,SYN
L005046,E005046,TCP,668,61017,121,SYN
L005047,E005047,UDP,24822,16098,50,SYN
L005048,E005048,TCP,39466,38197,40,RST
L005049,E005049,UDP,37207,62251,288,ACK
L005050,E005050,HTTP,44,56506,227,SYN
L005051,E005051,HTTPS,44383,76,473,RST
L005052,E005052,TCP,59301,34958,482,ACK
L005053,E005053,HTTPS,3145,12439,276,FIN
L005054,E005054,TCP,44332,24430,568,ACK
L005055,E005055,TCP,11255,16417,268,RST
L005056,E005056,HTTP,41173,54358,222,RST
L005057,E005057,HTTP,11859,9774,342,RST
L005058,E005058,HTTPS,38916,65000,532,ACK
L005059,E005059,TCP,20291,56162,144,SYN
L005060,E005060,HTTP,21073,13447,530,ACK
L005061,E005061,UDP,15743,11065,102,ACK
L005062,E005062,TCP,4512,55332,233,RST
L005063,E005063,UDP,8973,26055,487,ACK
L005064,E005064,UDP,22532,27548,112,SYN
L005065,E005065,HTTP,12603,26931,110,FIN
L005066,E005066,HTTPS,53343,21488,407,ACK
L005067,E005067,HTTPS,36568,35613,163,ACK
L005068,E005068,HTTP,22249,61927,224,SYN
L005069,E005069,HTTP,19190,57283,325,RST
L005070,E005070,TCP,19609,33741,548,ACK
L005071,E005071,HTTP,25705,13082,301,RST
L005072,E005072,TCP,53337,60638,450,SYN
L005073,E005073,TCP,56277,54312,493,RST
L005074,E005074,TCP,3817,63042,568,RST
L005075,E005075,HTTPS,24057,17080,50,RST
L005076,E005076,HTTP,60750,1777,62,ACK
L005077,E005077,UDP,24260,26415,320,SYN
L005078,E005078,HTTP,50010,2230,492,RST
L005079,E005079,TCP,55079,16550,156,SYN
L005080,E005080,TCP,20844,20170,260,FIN
L005081,E005081,TCP,12555,29015,112,ACK
L005082,E005082,HTTP,58431,59795,512,ACK
L005083,E005083,UDP,40074,6701,70,SYN
L005084,E005084,HTTPS,29253,35530,390,FIN
L005085,E005085,TCP,44482,40441,188,ACK
L005086,E005086,TCP,51192,56378,483,RST
L005087,E005087,HTTPS,52311,3824,242,ACK
L005088,E005088,HTTP,32198,63340,547,RST
L005089,E005089,UDP,26856,18004,442,SYN
L005090,E005090,HTTPS,7823,21771,63,SYN
L005091,E005091,HTTPS,1430,22139,23,ACK
L005092,E005092,HTTP,64332,2261,23,RST
L005093,E005093,HTTPS,4507,62414,108,FIN
L005094,E005094,TCP,44925,30421,451,RST
L005095,E005095,TCP,15185,19759,485,SYN
L005096,E005096,TCP,33176,8619,414,ACK
L005097,E005097,HTTPS,61843,19690,429,FIN
L005098,E005098,HTTPS,9959,8917,365,SYN
L005099,E005099,HTTPS,17087,29987,455,ACK
L005100,E005100,TCP,36950,35910,597,ACK
L005101,E005101,UDP,48763,45075,336,ACK
L005102,E005102,TCP,4932,25762,529,FIN
L005103,E005103,HTTPS,4038,28951,77,ACK
L005104,E005104,HTTP,31698,21455,132,SYN
L005105,E005105,HTTPS,5098,16575,312,SYN
L005106,E005106,UDP,18727,11683,559,RST
L005107,E005107,HTTP,55538,41436,424,RST
L005108,E005108,UDP,59363,45537,125,SYN
L005109,E005109,TCP,8206,30500,403,RST
L005110,E005110,TCP,60561,55570,196,RST
L005111,E005111,TCP,44690,8722,434,SYN
L005112,E005112,HTTP,18176,2427,535,FIN
L005113,E005113,HTTPS,39475,57046,94,SYN
L005114,E005114,UDP,38677,57733,216,FIN
L005115,E005115,TCP,3809,3886,258,ACK
L005116,E005116,HTTP,41919,22316,225,ACK
L005117,E005117,TCP,41642,31200,327,ACK
L005118,E005118,UDP,6115,28421,380,SYN
L005119,E005119,TCP,23685,48240,498,SYN
L005120,E005120,UDP,25383,54661,464,FIN
L005121,E005121,UDP,54247,55567,463,ACK
L005122,E005122,TCP,25588,58255,256,RST
L005123,E005123,UDP,17129,34230,86,RST
L005124,E005124,UDP,40202,32312,116,ACK
L005125,E005125,TCP,6073,44625,345,ACK
L005126,E005126,HTTP,3288,35329,308,ACK
L005127,E005127,HTTP,43620,12076,105,SYN
L005128,E005128,UDP,6228,45400,569,ACK
L005129,E005129,UDP,38504,6213,275,FIN
L005130,E005130,HTTP,57714,54299,489,SYN
L005131,E005131,HTTP,60398,62640,299,ACK
L005132,E005132,UDP,11662,6139,167,FIN
L005133,E005133,HTTP,42889,53188,310,ACK
L005134,E005134,UDP,59773,45641,292,FIN
L005135,E005135,UDP,48497,39981,197,ACK
L005136,E005136,TCP,64855,30593,536,SYN
L005137,E005137,TCP,21668,47458,40,FIN
L005138,E005138,TCP,48792,35448,94,RST
L005139,E005139,HTTPS,10548,16015,229,RST
L005140,E005140,UDP,24412,6564,54,RST
L005141,E005141,UDP,33640,24531,74,FIN
L005142,E005142,UDP,18937,41207,227,FIN
L005143,E005143,HTTPS,31303,58281,302,SYN
L005144,E005144,HTTP,18877,58555,16,FIN
L005145,E005145,HTTPS,6280,29143,293,FIN
L005146,E005146,HTTP,26883,12824,510,SYN
L005147,E005147,TCP,34118,31767,109,FIN
L005148,E005148,TCP,14896,53196,18,SYN
L005149,E005149,HTTPS,12406,19468,46,RST
L005150,E005150,TCP,11476,57612,597,ACK
L005151,E005151,HTTPS,52609,9772,243,RST
L005152,E005152,TCP,35621,50385,123,FIN
L005153,E005153,HTTPS,38923,30608,463,RST
L005154,E005154,HTTP,60690,8655,216,RST
L005155,E005155,HTTP,2443,29700,586,SYN
L005156,E005156,HTTP,30219,24535,366,ACK
L005157,E005157,UDP,49573,51297,19,ACK
L005158,E005158,UDP,45387,45566,330,SYN
L005159,E005159,TCP,11700,14936,181,SYN
L005160,E005160,TCP,51635,6802,129,ACK
L005161,E005161,HTTP,40291,15473,296,SYN
L005162,E005162,HTTP,44959,33220,164,ACK
L005163,E005163,TCP,56759,10953,95,FIN
L005164,E005164,TCP,6803,2882,574,SYN
L005165,E005165,HTTP,60699,3250,407,RST
L005166,E005166,HTTP,39417,51648,241,FIN
L005167,E005167,HTTPS,54582,6173,286,SYN
L005168,E005168,TCP,35965,47461,110,FIN
L005169,E005169,HTTP,8469,58394,574,RST
L005170,E005170,TCP,26395,35132,169,SYN
L005171,E005171,HTTPS,48439,20135,278,RST
L005172,E005172,TCP,60724,31535,267,FIN
L005173,E005173,UDP,9119,19460,280,RST
L005174,E005174,HTTPS,58368,15039,592,SYN
L005175,E005175,HTTPS,1971,3123,469,RST
L005176,E005176,HTTP,5421,45435,438,FIN
L005177,E005177,HTTPS,1755,49070,84,FIN
L005178,E005178,UDP,60710,40685,366,SYN
L005179,E005179,HTTPS,16063,49629,354,FIN
L005180,E005180,TCP,41617,63773,453,RST
L005181,E005181,HTTP,14605,1735,293,FIN
L005182,E005182,HTTP,25427,30515,363,SYN
L005183,E005183,HTTPS,15996,55140,149,FIN
L005184,E005184,UDP,64258,13050,336,SYN
L005185,E005185,HTTP,5905,57017,127,ACK
L005186,E005186,HTTPS,17049,59379,534,SYN
L005187,E005187,HTTPS,9366,27573,552,FIN
L005188,E005188,UDP,59842,61081,35,FIN
L005189,E005189,HTTPS,43660,27125,17,FIN
L005190,E005190,UDP,9606,57563,75,RST
L005191,E005191,HTTP,26326,24578,413,ACK
L005192,E005192,UDP,24399,26816,57,ACK
L005193,E005193,HTTPS,41815,25811,103,RST
L005194,E005194,HTTPS,51987,35223,105,ACK
L005195,E005195,TCP,1429,8551,50,RST
L005196,E005196,HTTP,2152,11502,555,ACK
L005197,E005197,HTTPS,21831,42262,28,SYN
L005198,E005198,UDP,4235,40017,31,FIN
L005199,E005199,HTTPS,36485,59178,579,ACK
L005200,E005200,HTTP,34346,17785,154,ACK
L005201,E005201,TCP,33598,60501,396,FIN
L005202,E005202,UDP,52823,3497,474,RST
L005203,E005203,HTTP,54763,34293,408,SYN
L005204,E005204,UDP,23188,49217,426,ACK
L005205,E005205,HTTPS,54363,33338,105,SYN
L005206,E005206,HTTPS,65379,38587,64,RST
L005207,E005207,UDP,56026,28964,258,ACK
L005208,E005208,HTTP,24439,55231,514,RST
L005209,E005209,HTTPS,17500,36454,270,SYN
L005210,E005210,HTTP,10825,49202,194,RST
L005211,E005211,TCP,63617,39443,550,ACK
L005212,E005212,HTTPS,9672,26796,16,RST
L005213,E005213,HTTP,31354,28439,531,ACK
L005214,E005214,HTTPS,30862,9643,545,ACK
L005215,E005215,HTTP,6872,53621,482,RST
L005216,E005216,TCP,17266,11063,549,RST
L005217,E005217,UDP,21460,52724,593,RST
L005218,E005218,HTTPS,45313,10144,313,SYN
L005219,E005219,HTTP,18937,60854,136,FIN
L005220,E005220,HTTPS,4566,31159,456,ACK
L005221,E005221,HTTPS,37342,24949,483,ACK
L005222,E005222,UDP,23588,31847,448,FIN
L005223,E005223,HTTP,56023,22045,77,FIN
L005224,E005224,HTTPS,59800,23676,527,ACK
L005225,E005225,TCP,17623,13127,68,FIN
L005226,E005226,UDP,10394,6756,564,ACK
L005227,E005227,TCP,57179,42408,381,ACK
L005228,E005228,TCP,21456,43578,533,RST
L005229,E005229,HTTP,17253,35664,223,ACK
L005230,E005230,TCP,27887,32751,121,SYN
L005231,E005231,HTTPS,18674,11386,382,SYN
L005232,E005232,HTTPS,40914,30578,346,RST
L005233,E005233,HTTPS,43809,59951,495,SYN
L005234,E005234,HTTPS,43004,23905,138,FIN
L005235,E005235,TCP,40213,29963,369,RST
L005236,E005236,TCP,62740,52081,262,ACK
