Incident_ID,Event_ID,Analyst_ID,Escalation_Level,MTTD_Min,MTTR_Min,Root_Cause,Closed_Flag
INC004633,E004633,A009,Level 3,1,41,Configuration Weakness,No
INC004634,E004634,A017,Level 1,14,41,Zero Day Exploit,No
INC004635,E004635,A022,Level 1,10,18,User Error,Yes
INC004636,E004636,A013,Level 2,13,38,Malware Payload,No
INC004637,E004637,A046,Level 1,7,43,Malware Payload,No
INC004638,E004638,A009,Level 3,13,43,Configuration Weakness,No
INC004639,E004639,A004,Level 3,2,26,Zero Day Exploit,Yes
INC004640,E004640,A019,Level 1,9,31,User Error,Yes
INC004641,E004641,A041,Level 1,6,52,Configuration Weakness,Yes
INC004642,E004642,A044,Level 3,9,16,Credential Leak,Yes
INC004643,E004643,A008,Level 2,14,37,Zero Day Exploit,Yes
INC004644,E004644,A009,Level 2,5,31,Zero Day Exploit,Yes
INC004645,E004645,A043,Level 3,14,54,Credential Leak,Yes
INC004646,E004646,A020,Level 2,6,49,Credential Leak,Yes
INC004647,E004647,A037,Level 3,5,38,Configuration Weakness,No
INC004648,E004648,A008,Level 1,13,19,Configuration Weakness,Yes
INC004649,E004649,A024,Level 2,2,43,Malware Payload,No
INC004650,E004650,A039,Level 1,5,26,Configuration Weakness,Yes
INC004651,E004651,A020,Level 1,5,45,Malware Payload,Yes
INC004652,E004652,A031,Level 1,13,58,User Error,No
INC004653,E004653,A042,Level 3,12,23,User Error,Yes
INC004654,E004654,A003,Level 2,10,47,Credential Leak,Yes
INC004655,E004655,A023,Level 1,5,30,Malware Payload,Yes
INC004656,E004656,A006,Level 1,2,50,Malware Payload,No
INC004657,E004657,A032,Level 3,3,31,Malware Payload,No
INC004658,E004658,A007,Level 2,6,59,Credential Leak,No
INC004659,E004659,A004,Level 1,1,46,Malware Payload,Yes
INC004660,E004660,A004,Level 2,9,54,User Error,No
INC004661,E004661,A002,Level 1,13,66,Credential Leak,No
INC004662,E004662,A025,Level 1,10,20,Configuration Weakness,Yes
INC004663,E004663,A015,Level 1,14,31,Credential Leak,Yes
INC004664,E004664,A022,Level 2,14,49,User Error,Yes
INC004665,E004665,A002,Level 1,11,69,Configuration Weakness,Yes
INC004666,E004666,A025,Level 2,11,54,Malware Payload,No
INC004667,E004667,A031,Level 2,4,56,Zero Day Exploit,No
INC004668,E004668,A042,Level 1,13,22,Malware Payload,No
INC004669,E004669,A029,Level 3,5,63,Configuration Weakness,No
INC004670,E004670,A024,Level 3,13,35,Configuration Weakness,No
INC004671,E004671,A015,Level 1,14,63,Zero Day Exploit,Yes
INC004672,E004672,A012,Level 3,8,39,Configuration Weakness,Yes
INC004673,E004673,A013,Level 2,14,45,Zero Day Exploit,No
INC004674,E004674,A009,Level 2,2,7,Configuration Weakness,Yes
INC004675,E004675,A009,Level 3,7,16,Malware Payload,Yes
INC004676,E004676,A048,Level 1,1,34,Configuration Weakness,Yes
INC004677,E004677,A010,Level 2,4,17,Zero Day Exploit,Yes
INC004678,E004678,A029,Level 1,11,27,User Error,Yes
INC004679,E004679,A025,Level 2,4,36,User Error,Yes
INC004680,E004680,A044,Level 2,3,39,Zero Day Exploit,Yes
INC004681,E004681,A037,Level 1,3,21,User Error,No
INC004682,E004682,A026,Level 2,12,42,User Error,No
INC004683,E004683,A025,Level 1,1,6,Configuration Weakness,No
INC004684,E004684,A039,Level 1,6,57,User Error,No
INC004685,E004685,A023,Level 3,6,15,Configuration Weakness,Yes
INC004686,E004686,A025,Level 2,8,21,Zero Day Exploit,No
INC004687,E004687,A048,Level 2,14,30,Zero Day Exploit,Yes
INC004688,E004688,A029,Level 1,2,50,User Error,No
INC004689,E004689,A028,Level 2,8,63,Credential Leak,Yes
INC004690,E004690,A011,Level 2,11,46,Credential Leak,No
INC004691,E004691,A005,Level 2,1,39,User Error,No
INC004692,E004692,A038,Level 1,1,9,User Error,No
INC004693,E004693,A049,Level 2,11,53,Zero Day Exploit,Yes
INC004694,E004694,A019,Level 3,11,57,Zero Day Exploit,Yes
INC004695,E004695,A024,Level 3,4,49,Credential Leak,No
INC004696,E004696,A010,Level 2,7,34,User Error,No
INC004697,E004697,A035,Level 1,5,30,Credential Leak,No
INC004698,E004698,A015,Level 2,6,47,Configuration Weakness,No
INC004699,E004699,A003,Level 3,2,17,Zero Day Exploit,No
INC004700,E004700,A049,Level 3,6,61,Malware Payload,No
INC004701,E004701,A015,Level 1,5,37,Configuration Weakness,No
INC004702,E004702,A003,Level 1,10,35,User Error,No
INC004703,E004703,A022,Level 1,12,53,Malware Payload,No
INC004704,E004704,A012,Level 1,2,43,Configuration Weakness,No
INC004705,E004705,A018,Level 1,1,48,User Error,Yes
INC004706,E004706,A006,Level 2,3,39,Configuration Weakness,No
INC004707,E004707,A014,Level 3,4,53,Credential Leak,Yes
INC004708,E004708,A046,Level 3,8,51,Credential Leak,Yes
INC004709,E004709,A034,Level 3,9,61,Zero Day Exploit,No
INC004710,E004710,A034,Level 3,5,48,User Error,No
INC004711,E004711,A033,Level 3,12,63,Zero Day Exploit,No
INC004712,E004712,A017,Level 2,10,66,User Error,No
INC004713,E004713,A024,Level 3,8,15,Credential Leak,No
INC004714,E004714,A017,Level 1,7,18,User Error,No
INC004715,E004715,A011,Level 3,5,16,Malware Payload,Yes
INC004716,E004716,A047,Level 2,6,24,Zero Day Exploit,No
INC004717,E004717,A034,Level 1,3,38,Credential Leak,No
INC004718,E004718,A026,Level 3,4,23,User Error,No
INC004719,E004719,A044,Level 3,8,28,User Error,Yes
INC004720,E004720,A045,Level 2,14,52,Malware Payload,No
INC004721,E004721,A031,Level 1,12,59,User Error,Yes
INC004722,E004722,A004,Level 3,2,11,Configuration Weakness,No
INC004723,E004723,A034,Level 1,12,67,Malware Payload,No
INC004724,E004724,A029,Level 3,9,55,Malware Payload,No
INC004725,E004725,A024,Level 1,3,23,Configuration Weakness,Yes
INC004726,E004726,A044,Level 1,8,53,User Error,No
INC004727,E004727,A031,Level 1,10,25,Malware Payload,Yes
INC004728,E004728,A030,Level 2,5,35,Zero Day Exploit,Yes
INC004729,E004729,A029,Level 1,12,39,Configuration Weakness,Yes
INC004730,E004730,A047,Level 1,5,48,Malware Payload,No
INC004731,E004731,A040,Level 3,1,18,Credential Leak,Yes
INC004732,E004732,A021,Level 1,7,15,Malware Payload,No
INC004733,E004733,A023,Level 2,14,21,Configuration Weakness,No
INC004734,E004734,A014,Level 1,9,67,Configuration Weakness,Yes
INC004735,E004735,A025,Level 1,12,21,Zero Day Exploit,Yes
INC004736,E004736,A005,Level 2,9,48,User Error,No
INC004737,E004737,A018,Level 1,10,38,Malware Payload,No
INC004738,E004738,A011,Level 3,8,31,Malware Payload,No
INC004739,E004739,A005,Level 3,9,39,Configuration Weakness,Yes
INC004740,E004740,A028,Level 2,14,24,User Error,Yes
INC004741,E004741,A025,Level 3,1,36,Zero Day Exploit,Yes
INC004742,E004742,A046,Level 3,13,55,Malware Payload,No
INC004743,E004743,A003,Level 1,3,21,Configuration Weakness,No
INC004744,E004744,A005,Level 1,2,28,Configuration Weakness,Yes
INC004745,E004745,A046,Level 2,1,9,Configuration Weakness,No
INC004746,E004746,A007,Level 3,14,34,User Error,No
INC004747,E004747,A030,Level 3,3,8,Configuration Weakness,No
INC004748,E004748,A031,Level 3,7,15,Zero Day Exploit,No
INC004749,E004749,A014,Level 3,8,65,Configuration Weakness,No
INC004750,E004750,A037,Level 1,11,25,Credential Leak,No
INC004751,E004751,A040,Level 1,1,53,Credential Leak,No
INC004752,E004752,A027,Level 1,14,34,Configuration Weakness,Yes
INC004753,E004753,A002,Level 2,2,53,Malware Payload,No
INC004754,E004754,A031,Level 2,12,36,Configuration Weakness,Yes
INC004755,E004755,A039,Level 3,1,41,Credential Leak,Yes
INC004756,E004756,A005,Level 3,4,31,Zero Day Exploit,Yes
INC004757,E004757,A024,Level 3,8,52,Credential Leak,No
INC004758,E004758,A048,Level 1,12,46,Malware Payload,Yes
INC004759,E004759,A025,Level 1,10,38,Configuration Weakness,No
INC004760,E004760,A016,Level 2,13,32,Configuration Weakness,Yes
INC004761,E004761,A032,Level 1,1,46,Configuration Weakness,Yes
INC004762,E004762,A001,Level 1,12,37,Zero Day Exploit,Yes
INC004763,E004763,A047,Level 1,4,32,Zero Day Exploit,No
INC004764,E004764,A036,Level 1,6,28,Malware Payload,Yes
INC004765,E004765,A021,Level 1,10,43,Configuration Weakness,Yes
INC004766,E004766,A005,Level 3,4,44,Configuration Weakness,No
INC004767,E004767,A037,Level 1,8,40,User Error,Yes
INC004768,E004768,A001,Level 2,3,51,Credential Leak,No
INC004769,E004769,A040,Level 3,14,59,Credential Leak,Yes
INC004770,E004770,A003,Level 1,14,65,User Error,No
INC004771,E004771,A006,Level 1,3,51,Credential Leak,Yes
INC004772,E004772,A012,Level 3,13,58,Zero Day Exploit,Yes
INC004773,E004773,A024,Level 1,7,51,Malware Payload,No
INC004774,E004774,A017,Level 1,7,48,Malware Payload,No
INC004775,E004775,A033,Level 3,9,67,Credential Leak,Yes
INC004776,E004776,A028,Level 2,13,52,Zero Day Exploit,Yes
INC004777,E004777,A005,Level 2,4,37,Configuration Weakness,Yes
INC004778,E004778,A021,Level 2,6,34,User Error,No
INC004779,E004779,A021,Level 2,8,26,Configuration Weakness,Yes
INC004780,E004780,A046,Level 2,6,47,Zero Day Exploit,Yes
INC004781,E004781,A034,Level 3,7,31,Zero Day Exploit,No
INC004782,E004782,A017,Level 3,9,67,Malware Payload,Yes
INC004783,E004783,A022,Level 3,5,34,Credential Leak,No
INC004784,E004784,A040,Level 2,1,30,Configuration Weakness,Yes
INC004785,E004785,A019,Level 1,5,62,User Error,Yes
INC004786,E004786,A027,Level 1,10,31,Zero Day Exploit,No
INC004787,E004787,A012,Level 1,5,57,Configuration Weakness,No
INC004788,E004788,A041,Level 2,8,62,User Error,No
INC004789,E004789,A032,Level 1,4,52,Zero Day Exploit,Yes
INC004790,E004790,A001,Level 1,6,11,Configuration Weakness,No
INC004791,E004791,A006,Level 3,5,21,Zero Day Exploit,Yes
INC004792,E004792,A001,Level 1,13,30,Configuration Weakness,No
INC004793,E004793,A029,Level 2,7,35,Credential Leak,No
INC004794,E004794,A020,Level 3,6,45,Zero Day Exploit,Yes
INC004795,E004795,A033,Level 3,1,35,Credential Leak,Yes
INC004796,E004796,A032,Level 1,10,36,Malware Payload,Yes
INC004797,E004797,A003,Level 2,4,27,Malware Payload,No
INC004798,E004798,A015,Level 1,3,59,Malware Payload,No
INC004799,E004799,A027,Level 2,2,12,Credential Leak,No
INC004800,E004800,A012,Level 3,1,24,Credential Leak,Yes
INC004801,E004801,A041,Level 1,13,45,Malware Payload,No
INC004802,E004802,A042,Level 2,5,43,Malware Payload,Yes
INC004803,E004803,A041,Level 1,3,30,User Error,No
INC004804,E004804,A008,Level 2,10,26,User Error,No
INC004805,E004805,A017,Level 2,7,38,Malware Payload,No
INC004806,E004806,A047,Level 2,5,29,Credential Leak,No
INC004807,E004807,A030,Level 2,14,20,Configuration Weakness,Yes
INC004808,E004808,A045,Level 3,4,10,Credential Leak,Yes
INC004809,E004809,A023,Level 1,14,47,User Error,Yes
INC004810,E004810,A030,Level 3,7,43,Malware Payload,Yes
INC004811,E004811,A041,Level 1,1,22,Malware Payload,No
INC004812,E004812,A050,Level 1,9,51,Zero Day Exploit,Yes
INC004813,E004813,A030,Level 2,2,24,Credential Leak,No
INC004814,E004814,A017,Level 3,7,46,Malware Payload,No
INC004815,E004815,A009,Level 2,2,26,User Error,No
INC004816,E004816,A028,Level 3,6,31,User Error,No
INC004817,E004817,A041,Level 2,12,54,Configuration Weakness,Yes
INC004818,E004818,A047,Level 1,5,38,Configuration Weakness,Yes
INC004819,E004819,A042,Level 1,7,23,User Error,Yes
INC004820,E004820,A025,Level 2,4,38,User Error,No
INC004821,E004821,A023,Level 1,11,19,Malware Payload,Yes
INC004822,E004822,A014,Level 1,14,62,Zero Day Exploit,No
INC004823,E004823,A022,Level 3,4,42,Zero Day Exploit,Yes
INC004824,E004824,A023,Level 2,12,66,Credential Leak,Yes
INC004825,E004825,A009,Level 3,13,56,Malware Payload,No
INC004826,E004826,A024,Level 2,14,68,User Error,No
INC004827,E004827,A039,Level 3,13,18,Zero Day Exploit,Yes
INC004828,E004828,A015,Level 3,10,38,Malware Payload,Yes
INC004829,E004829,A008,Level 1,6,22,Zero Day Exploit,No
INC004830,E004830,A041,Level 2,13,44,Configuration Weakness,Yes
INC004831,E004831,A024,Level 3,4,25,Credential Leak,No
INC004832,E004832,A001,Level 1,7,15,User Error,Yes
INC004833,E004833,A008,Level 1,11,27,User Error,Yes
INC004834,E004834,A041,Level 2,11,59,Zero Day Exploit,Yes
INC004835,E004835,A005,Level 2,1,45,Zero Day Exploit,No
INC004836,E004836,A011,Level 3,3,46,Configuration Weakness,Yes
INC004837,E004837,A023,Level 3,10,37,Credential Leak,No
INC004838,E004838,A022,Level 1,4,23,Malware Payload,Yes
INC004839,E004839,A025,Level 1,7,52,Malware Payload,No
INC004840,E004840,A041,Level 2,4,13,Configuration Weakness,No
INC004841,E004841,A029,Level 3,7,22,Malware Payload,Yes
INC004842,E004842,A008,Level 2,8,30,Configuration Weakness,Yes
INC004843,E004843,A042,Level 3,11,51,Malware Payload,Yes
INC004844,E004844,A004,Level 1,7,48,Malware Payload,No
INC004845,E004845,A019,Level 1,7,43,Configuration Weakness,Yes
INC004846,E004846,A009,Level 2,2,55,Credential Leak,Yes
INC004847,E004847,A009,Level 1,7,48,Credential Leak,No
INC004848,E004848,A026,Level 3,13,64,User Error,Yes
INC004849,E004849,A029,Level 3,1,24,Credential Leak,Yes
INC004850,E004850,A036,Level 1,7,14,Malware Payload,Yes
INC004851,E004851,A025,Level 1,1,20,Zero Day Exploit,No
INC004852,E004852,A029,Level 2,13,60,Zero Day Exploit,Yes
INC004853,E004853,A006,Level 2,5,28,Zero Day Exploit,Yes
INC004854,E004854,A048,Level 1,14,23,Credential Leak,No
INC004855,E004855,A015,Level 3,13,67,Malware Payload,No
INC004856,E004856,A006,Level 2,14,47,Configuration Weakness,No
INC004857,E004857,A012,Level 2,1,25,User Error,Yes
INC004858,E004858,A038,Level 1,6,50,Configuration Weakness,No
INC004859,E004859,A043,Level 2,8,45,Credential Leak,Yes
INC004860,E004860,A019,Level 1,1,45,Malware Payload,Yes
INC004861,E004861,A047,Level 3,1,47,Configuration Weakness,No
INC004862,E004862,A032,Level 2,10,28,Zero Day Exploit,No
INC004863,E004863,A020,Level 1,1,19,User Error,No
INC004864,E004864,A043,Level 2,7,13,User Error,Yes
INC004865,E004865,A036,Level 3,13,68,User Error,No
INC004866,E004866,A022,Level 1,6,30,Malware Payload,No
INC004867,E004867,A011,Level 3,9,37,User Error,No
INC004868,E004868,A039,Level 2,3,55,Malware Payload,Yes
INC004869,E004869,A012,Level 2,10,28,User Error,No
INC004870,E004870,A045,Level 2,3,47,Configuration Weakness,No
INC004871,E004871,A010,Level 1,7,43,Configuration Weakness,Yes
INC004872,E004872,A008,Level 2,1,60,Malware Payload,No
INC004873,E004873,A008,Level 1,8,67,Credential Leak,No
INC004874,E004874,A034,Level 2,3,38,User Error,No
INC004875,E004875,A014,Level 3,12,19,Configuration Weakness,No
INC004876,E004876,A029,Level 3,12,70,Malware Payload,No
INC004877,E004877,A025,Level 1,12,31,Credential Leak,Yes
INC004878,E004878,A014,Level 1,14,49,Malware Payload,No
INC004879,E004879,A016,Level 3,5,29,Configuration Weakness,Yes
INC004880,E004880,A048,Level 3,5,60,Zero Day Exploit,No
INC004881,E004881,A048,Level 2,3,43,Zero Day Exploit,No
INC004882,E004882,A043,Level 1,7,47,User Error,No
INC004883,E004883,A045,Level 1,5,29,Credential Leak,No
INC004884,E004884,A043,Level 3,10,15,Zero Day Exploit,Yes
INC004885,E004885,A012,Level 2,1,29,Zero Day Exploit,No
INC004886,E004886,A024,Level 3,9,51,Credential Leak,Yes
INC004887,E004887,A008,Level 1,9,16,Configuration Weakness,Yes
INC004888,E004888,A005,Level 2,1,46,User Error,Yes
INC004889,E004889,A032,Level 1,4,34,Zero Day Exploit,No
INC004890,E004890,A036,Level 1,11,64,Credential Leak,Yes
INC004891,E004891,A019,Level 3,10,29,Zero Day Exploit,Yes
INC004892,E004892,A022,Level 1,2,36,User Error,No
INC004893,E004893,A038,Level 2,2,59,User Error,Yes
INC004894,E004894,A036,Level 2,8,56,Malware Payload,No
INC004895,E004895,A005,Level 2,1,33,Configuration Weakness,Yes
INC004896,E004896,A021,Level 3,14,25,Malware Payload,Yes
INC004897,E004897,A023,Level 3,9,23,Malware Payload,Yes
INC004898,E004898,A004,Level 2,5,54,User Error,Yes
INC004899,E004899,A022,Level 2,1,20,Zero Day Exploit,No
INC004900,E004900,A014,Level 3,5,32,Credential Leak,No
INC004901,E004901,A013,Level 3,3,16,Zero Day Exploit,Yes
INC004902,E004902,A028,Level 1,14,25,Zero Day Exploit,Yes
INC004903,E004903,A042,Level 3,2,18,Malware Payload,Yes
INC004904,E004904,A036,Level 2,3,49,Malware Payload,No
INC004905,E004905,A036,Level 2,7,47,Zero Day Exploit,No
INC004906,E004906,A031,Level 2,12,41,Configuration Weakness,No
INC004907,E004907,A015,Level 2,11,28,Credential Leak,Yes
INC004908,E004908,A004,Level 3,1,26,Malware Payload,No
INC004909,E004909,A048,Level 2,1,27,Configuration Weakness,No
INC004910,E004910,A025,Level 3,13,68,Malware Payload,Yes
INC004911,E004911,A044,Level 3,4,28,Zero Day Exploit,No
INC004912,E004912,A048,Level 2,11,62,Malware Payload,No
INC004913,E004913,A037,Level 2,14,48,User Error,Yes
INC004914,E004914,A027,Level 2,1,42,Malware Payload,Yes
INC004915,E004915,A014,Level 1,5,21,Configuration Weakness,Yes
INC004916,E004916,A021,Level 2,12,32,Malware Payload,No
INC004917,E004917,A020,Level 1,3,39,Zero Day Exploit,No
INC004918,E004918,A048,Level 1,6,54,Configuration Weakness,Yes
INC004919,E004919,A026,Level 3,8,58,Configuration Weakness,Yes
INC004920,E004920,A049,Level 2,11,24,Zero Day Exploit,Yes
INC004921,E004921,A015,Level 3,4,11,User Error,Yes
INC004922,E004922,A036,Level 2,7,65,Zero Day Exploit,Yes
INC004923,E004923,A039,Level 3,6,13,Configuration Weakness,No
INC004924,E004924,A023,Level 2,11,38,Configuration Weakness,Yes
INC004925,E004925,A045,Level 1,3,47,Credential Leak,Yes
INC004926,E004926,A040,Level 3,11,54,Credential Leak,Yes
INC004927,E004927,A042,Level 3,9,15,User Error,No
INC004928,E004928,A044,Level 2,14,36,User Error,No
INC004929,E004929,A013,Level 1,8,25,Configuration Weakness,No
INC004930,E004930,A042,Level 2,1,25,User Error,No
INC004931,E004931,A048,Level 2,14,46,Credential Leak,No
INC004932,E004932,A008,Level 3,3,62,User Error,No
INC004933,E004933,A048,Level 2,9,66,Configuration Weakness,Yes
INC004934,E004934,A007,Level 2,3,20,Zero Day Exploit,Yes
INC004935,E004935,A049,Level 1,5,12,User Error,Yes
INC004936,E004936,A016,Level 3,13,36,Credential Leak,Yes
INC004937,E004937,A003,Level 2,1,18,Credential Leak,No
INC004938,E004938,A030,Level 3,12,18,Malware Payload,No
INC004939,E004939,A026,Level 1,7,12,Credential Leak,Yes
INC004940,E004940,A012,Level 2,4,34,Configuration Weakness,No
INC004941,E004941,A047,Level 2,1,31,Credential Leak,No
INC004942,E004942,A003,Level 2,8,51,Malware Payload,No
INC004943,E004943,A002,Level 3,13,59,User Error,Yes
INC004944,E004944,A028,Level 1,9,57,Configuration Weakness,No
INC004945,E004945,A033,Level 3,8,25,Credential Leak,No
INC004946,E004946,A023,Level 3,10,56,Zero Day Exploit,Yes
INC004947,E004947,A025,Level 2,9,16,Credential Leak,No
INC004948,E004948,A007,Level 3,12,33,User Error,Yes
INC004949,E004949,A012,Level 3,5,22,User Error,Yes
INC004950,E004950,A044,Level 2,9,32,Zero Day Exploit,No
INC004951,E004951,A034,Level 2,13,39,Malware Payload,Yes
INC004952,E004952,A021,Level 3,4,13,Credential Leak,Yes
INC004953,E004953,A001,Level 1,7,17,Configuration Weakness,Yes
INC004954,E004954,A001,Level 3,1,46,Credential Leak,Yes
INC004955,E004955,A025,Level 3,2,49,Zero Day Exploit,Yes
INC004956,E004956,A038,Level 1,1,37,Malware Payload,Yes
INC004957,E004957,A031,Level 1,6,37,Malware Payload,Yes
INC004958,E004958,A033,Level 3,12,54,Malware Payload,Yes
INC004959,E004959,A036,Level 1,2,30,Malware Payload,No
INC004960,E004960,A039,Level 1,7,25,Configuration Weakness,No
INC004961,E004961,A022,Level 1,8,48,Configuration Weakness,Yes
INC004962,E004962,A030,Level 3,9,33,User Error,No
INC004963,E004963,A027,Level 3,10,37,Configuration Weakness,Yes
INC004964,E004964,A033,Level 1,10,23,Malware Payload,No
INC004965,E004965,A046,Level 2,14,31,User Error,Yes
INC004966,E004966,A009,Level 2,14,61,Zero Day Exploit,No
INC004967,E004967,A039,Level 1,13,18,User Error,Yes
INC004968,E004968,A044,Level 3,9,58,Malware Payload,Yes
INC004969,E004969,A011,Level 3,7,27,Configuration Weakness,No
INC004970,E004970,A028,Level 2,5,53,Configuration Weakness,No
INC004971,E004971,A032,Level 1,1,14,Configuration Weakness,Yes
INC004972,E004972,A006,Level 3,1,57,Credential Leak,No
INC004973,E004973,A037,Level 1,11,60,Configuration Weakness,Yes
INC004974,E004974,A021,Level 1,14,31,Credential Leak,No
INC004975,E004975,A012,Level 2,1,14,User Error,Yes
INC004976,E004976,A032,Level 2,8,58,User Error,Yes
INC004977,E004977,A006,Level 3,1,59,Zero Day Exploit,No
INC004978,E004978,A028,Level 2,4,10,User Error,Yes
INC004979,E004979,A025,Level 1,13,47,Malware Payload,Yes
INC004980,E004980,A030,Level 1,4,27,Credential Leak,Yes
INC004981,E004981,A050,Level 2,12,19,User Error,Yes
INC004982,E004982,A027,Level 1,14,69,Malware Payload,Yes
INC004983,E004983,A048,Level 1,6,22,User Error,Yes
INC004984,E004984,A015,Level 2,7,37,Configuration Weakness,Yes
INC004985,E004985,A013,Level 2,1,52,Credential Leak,Yes
INC004986,E004986,A046,Level 2,5,61,User Error,No
INC004987,E004987,A041,Level 3,7,54,Credential Leak,No
INC004988,E004988,A029,Level 2,10,67,User Error,No
INC004989,E004989,A045,Level 2,13,56,User Error,No
INC004990,E004990,A035,Level 1,14,51,Configuration Weakness,No
INC004991,E004991,A014,Level 3,10,15,Malware Payload,Yes
INC004992,E004992,A007,Level 1,13,28,User Error,No
INC004993,E004993,A033,Level 3,13,28,Credential Leak,No
INC004994,E004994,A018,Level 1,5,22,User Error,Yes
INC004995,E004995,A014,Level 1,10,38,User Error,Yes
INC004996,E004996,A014,Level 2,11,65,Credential Leak,No
INC004997,E004997,A004,Level 3,13,31,Credential Leak,No
INC004998,E004998,A045,Level 2,11,43,Malware Payload,No
INC004999,E004999,A045,Level 3,6,53,Zero Day Exploit,No
INC005000,E005000,A018,Level 2,10,62,Credential Leak,No
INC005001,E005001,A006,Level 1,9,26,User Error,Yes
INC005002,E005002,A011,Level 2,1,26,Zero Day Exploit,Yes
INC005003,E005003,A017,Level 1,8,19,Configuration Weakness,No
INC005004,E005004,A024,Level 2,3,57,Zero Day Exploit,No
INC005005,E005005,A027,Level 2,1,14,User Error,No
INC005006,E005006,A049,Level 1,14,41,Configuration Weakness,No
INC005007,E005007,A032,Level 3,8,43,Configuration Weakness,Yes
INC005008,E005008,A039,Level 1,13,39,Zero Day Exploit,No
INC005009,E005009,A029,Level 3,10,62,Credential Leak,No
INC005010,E005010,A017,Level 2,2,20,Configuration Weakness,Yes
INC005011,E005011,A048,Level 3,8,48,Malware Payload,No
INC005012,E005012,A013,Level 3,1,58,Credential Leak,Yes
INC005013,E005013,A048,Level 1,4,40,Malware Payload,Yes
INC005014,E005014,A046,Level 1,11,20,Configuration Weakness,Yes
INC005015,E005015,A043,Level 2,10,32,Configuration Weakness,Yes
INC005016,E005016,A022,Level 3,3,35,Malware Payload,Yes
INC005017,E005017,A031,Level 3,1,52,Configuration Weakness,No
INC005018,E005018,A013,Level 3,14,21,Zero Day Exploit,Yes
INC005019,E005019,A014,Level 1,10,24,Configuration Weakness,No
INC005020,E005020,A026,Level 2,6,45,User Error,No
INC005021,E005021,A045,Level 2,3,12,Configuration Weakness,No
INC005022,E005022,A031,Level 3,3,44,Malware Payload,No
INC005023,E005023,A046,Level 3,4,10,Malware Payload,No
INC005024,E005024,A034,Level 3,1,58,Malware Payload,No
INC005025,E005025,A023,Level 3,11,69,Credential Leak,No
INC005026,E005026,A030,Level 3,3,32,Malware Payload,No
INC005027,E005027,A006,Level 1,13,49,User Error,Yes
INC005028,E005028,A030,Level 3,12,25,User Error,No
INC005029,E005029,A005,Level 3,14,48,Malware Payload,Yes
INC005030,E005030,A025,Level 3,2,44,Zero Day Exploit,Yes
INC005031,E005031,A041,Level 3,10,56,Malware Payload,No
INC005032,E005032,A007,Level 1,9,44,Malware Payload,Yes
INC005033,E005033,A009,Level 2,8,53,Malware Payload,No
INC005034,E005034,A026,Level 3,4,25,Credential Leak,No
INC005035,E005035,A010,Level 1,1,33,Configuration Weakness,Yes
INC005036,E005036,A012,Level 2,9,65,User Error,Yes
INC005037,E005037,A042,Level 1,6,17,Configuration Weakness,No
INC005038,E005038,A009,Level 2,13,33,Configuration Weakness,Yes
INC005039,E005039,A018,Level 1,7,53,Configuration Weakness,No
INC005040,E005040,A027,Level 2,11,26,Configuration Weakness,Yes
INC005041,E005041,A014,Level 2,7,20,Zero Day Exploit,No
INC005042,E005042,A039,Level 2,1,37,Credential Leak,No
INC005043,E005043,A004,Level 1,4,46,Malware Payload,No
INC005044,E005044,A045,Level 1,3,53,Configuration Weakness,No
INC005045,E005045,A041,Level 3,13,70,Malware Payload,Yes
INC005046,E005046,A049,Level 3,7,60,Malware Payload,No
INC005047,E005047,A004,Level 2,10,36,User Error,Yes
INC005048,E005048,A034,Level 2,9,42,Malware Payload,No
INC005049,E005049,A026,Level 1,7,64,Zero Day Exploit,No
INC005050,E005050,A027,Level 2,8,46,Credential Leak,Yes
INC005051,E005051,A008,Level 3,10,42,Zero Day Exploit,No
INC005052,E005052,A020,Level 3,3,59,User Error,No
INC005053,E005053,A049,Level 1,6,63,User Error,Yes
INC005054,E005054,A008,Level 2,2,18,Zero Day Exploit,Yes
INC005055,E005055,A044,Level 2,12,57,Malware Payload,No
INC005056,E005056,A016,Level 1,10,58,Zero Day Exploit,Yes
INC005057,E005057,A003,Level 3,1,50,User Error,Yes
INC005058,E005058,A020,Level 1,5,60,Configuration Weakness,Yes
INC005059,E005059,A018,Level 1,7,39,Credential Leak,Yes
INC005060,E005060,A014,Level 2,10,40,User Error,Yes
INC005061,E005061,A016,Level 2,13,34,Zero Day Exploit,Yes
INC005062,E005062,A005,Level 1,8,55,User Error,Yes
INC005063,E005063,A020,Level 1,11,30,User Error,No
INC005064,E005064,A008,Level 3,2,51,Malware Payload,No
INC005065,E005065,A026,Level 1,3,20,Configuration Weakness,No
INC005066,E005066,A031,Level 3,1,10,User Error,Yes
INC005067,E005067,A042,Level 3,14,45,Zero Day Exploit,Yes
INC005068,E005068,A003,Level 1,7,55,Credential Leak,Yes
INC005069,E005069,A032,Level 2,3,61,Malware Payload,Yes
INC005070,E005070,A006,Level 3,14,25,User Error,Yes
INC005071,E005071,A031,Level 2,9,44,Configuration Weakness,No
INC005072,E005072,A044,Level 3,12,60,Credential Leak,Yes
INC005073,E005073,A006,Level 1,2,14,Zero Day Exploit,No
INC005074,E005074,A044,Level 1,9,51,User Error,No
INC005075,E005075,A006,Level 3,2,11,Credential Leak,No
INC005076,E005076,A006,Level 3,5,47,Credential Leak,No
INC005077,E005077,A011,Level 2,3,56,Configuration Weakness,No
